job_id,job_title,skills,years_exp_num,experience_level,company,mandatory_qualification
T-15311,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-15312,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-15313,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-15314,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-15315,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-15316,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",10,Mid-Senior level,Unknown,PhD
T-15317,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-15318,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-15319,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-15320,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",9,Mid-Senior level,Unknown,NET/SET
T-15321,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-15322,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-15323,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-15324,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-15325,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15326,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-15327,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-15328,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-15329,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-15330,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-15331,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-15332,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-15333,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",8,Mid-Senior level,Unknown,Bachelors
T-15334,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-15335,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",8,Mid-Senior level,Unknown,Bachelors
T-15336,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15337,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",14,Senior,Unknown,B.Ed
T-15338,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-15339,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-15340,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",14,Senior,Unknown,Bachelors
T-15341,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-15342,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-15343,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-15344,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-15345,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-15346,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-15347,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-15348,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-15349,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-15350,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-15351,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-15352,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-15353,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",7,Mid-Senior level,Unknown,NET/SET
T-15354,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-15355,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-15356,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15357,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-15358,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-15359,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",9,Mid-Senior level,Unknown,Bachelors
T-15360,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",10,Mid-Senior level,Unknown,Bachelors
T-15361,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-15362,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-15363,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",10,Mid-Senior level,Unknown,PhD
T-15364,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",14,Senior,Unknown,PhD
T-15365,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",14,Senior,Unknown,B.Ed
T-15366,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-15367,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",9,Mid-Senior level,Unknown,NET/SET
T-15368,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-15369,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-15370,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-15371,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-15372,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",7,Mid-Senior level,Unknown,NET/SET
T-15373,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-15374,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-15375,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-15376,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",9,Mid-Senior level,Unknown,Bachelors
T-15377,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-15378,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-15379,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",14,Senior,Unknown,PhD
T-15380,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-15381,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-15382,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",9,Mid-Senior level,Unknown,Bachelors
T-15383,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-15384,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-15385,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15386,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-15387,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-15388,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-15389,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-15390,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-15391,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-15392,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-15393,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-15394,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",8,Mid-Senior level,Unknown,Bachelors
T-15395,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-15396,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-15397,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-15398,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-15399,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",14,Senior,Unknown,Bachelors
T-15400,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",11,Senior,Unknown,NET/SET
T-15401,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",5,Mid-level,Unknown,NET/SET
T-15402,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-15403,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-15404,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-15405,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",4,Mid-level,Unknown,PhD
T-15406,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",10,Mid-Senior level,Unknown,Bachelors
T-15407,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-15408,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-15409,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-15410,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-15411,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-15412,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-15413,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-15414,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-15415,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-15416,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-15417,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-15418,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",12,Senior,Unknown,Bachelors
T-15419,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-15420,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-15421,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-15422,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-15423,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-15424,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",11,Senior,Unknown,NET/SET
T-15425,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-15426,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-15427,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-15428,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-15429,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-15430,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-15431,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-15432,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-15433,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-15434,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-15435,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-15436,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15437,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15438,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",13,Senior,Unknown,Bachelors
T-15439,Teacher - Biology,"biology, pedagogy, educational technology, academic research, m.ed, net qualified",7,Mid-Senior level,Unknown,NET/SET
T-15440,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",4,Mid-level,Unknown,PhD
T-15441,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",5,Mid-level,Unknown,NET/SET
T-15442,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",11,Senior,Unknown,NET/SET
T-15443,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-15444,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",11,Senior,Unknown,B.Ed
T-15445,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",5,Mid-level,Unknown,B.Ed
T-15446,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-15447,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",4,Mid-level,Unknown,Bachelors
T-15448,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",10,Mid-Senior level,Unknown,Bachelors
T-15449,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-15450,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",14,Senior,Unknown,Bachelors
T-15451,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-15452,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15453,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-15454,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15455,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-15456,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",8,Mid-Senior level,Unknown,NET/SET
T-15457,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-15458,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",9,Mid-Senior level,Unknown,NET/SET
T-15459,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",13,Senior,Unknown,NET/SET
T-15460,Teacher - Physics,"physics, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-15461,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",9,Mid-Senior level,Unknown,PhD
T-15462,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",9,Mid-Senior level,Unknown,Bachelors
T-15463,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",7,Mid-Senior level,Unknown,PhD
T-15464,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-15465,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-15466,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-15467,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-15468,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-15469,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",11,Senior,Unknown,B.Ed
T-15470,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-15471,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-15472,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",9,Mid-Senior level,Unknown,Bachelors
T-15473,Teacher - English Literature,"english literature, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-15474,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",12,Senior,Unknown,NET/SET
T-15475,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-15476,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",7,Mid-Senior level,Unknown,B.Ed
T-15477,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-15478,Teacher - Computer Science,"computer science, mentoring, instructional design, subject matter expertise, phd, publication",15,Senior,Unknown,PhD
T-15479,Teacher - English Literature,"english literature, pedagogy, educational technology, academic research, m.ed, net qualified",8,Mid-Senior level,Unknown,NET/SET
T-15480,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-15481,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",4,Mid-level,Unknown,NET/SET
T-15482,Teacher - Computer Science,"computer science, curriculum development, lesson planning, student assessment, classroom management, b.ed",9,Mid-Senior level,Unknown,B.Ed
T-15483,Teacher - Physics,"physics, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-15484,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-15485,Teacher - Biology,"biology, e-learning, student engagement, higher education, gate qualified, lecturing",6,Mid-Senior level,Unknown,Bachelors
T-15486,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",14,Senior,Unknown,NET/SET
T-15487,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-15488,Teacher - English Literature,"english literature, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-15489,Teacher - Mathematics,"mathematics, e-learning, student engagement, higher education, gate qualified, lecturing",7,Mid-Senior level,Unknown,Bachelors
T-15490,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",13,Senior,Unknown,PhD
T-15491,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-15492,Teacher - History,"history, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-15493,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",5,Mid-level,Unknown,Bachelors
T-15494,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",4,Mid-level,Unknown,B.Ed
T-15495,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",6,Mid-Senior level,Unknown,B.Ed
T-15496,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-15497,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",9,Mid-Senior level,Unknown,Bachelors
T-15498,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15499,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",14,Senior,Unknown,Bachelors
T-15500,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-15501,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",6,Mid-Senior level,Unknown,PhD
T-15502,Teacher - History,"history, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-15503,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-15504,Teacher - History,"history, pedagogy, educational technology, academic research, m.ed, net qualified",8,Mid-Senior level,Unknown,NET/SET
T-15505,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",15,Senior,Unknown,B.Ed
T-15506,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
T-15507,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",10,Mid-Senior level,Unknown,NET/SET
T-15508,Teacher - Physics,"physics, curriculum development, lesson planning, student assessment, classroom management, b.ed",8,Mid-Senior level,Unknown,B.Ed
T-15509,Teacher - Mathematics,"mathematics, curriculum development, lesson planning, student assessment, classroom management, b.ed",10,Mid-Senior level,Unknown,B.Ed
T-15510,Teacher - Chemistry,"chemistry, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15511,Teacher - Mathematics,"mathematics, mentoring, instructional design, subject matter expertise, phd, publication",8,Mid-Senior level,Unknown,PhD
T-15512,Teacher - Computer Science,"computer science, pedagogy, educational technology, academic research, m.ed, net qualified",5,Mid-level,Unknown,NET/SET
T-15513,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",8,Mid-Senior level,Unknown,Bachelors
T-15514,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-15515,Teacher - Physics,"physics, pedagogy, educational technology, academic research, m.ed, net qualified",15,Senior,Unknown,NET/SET
T-15516,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",7,Mid-Senior level,Unknown,NET/SET
T-15517,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",5,Mid-level,Unknown,PhD
T-15518,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",13,Senior,Unknown,B.Ed
T-15519,Teacher - Mathematics,"mathematics, pedagogy, educational technology, academic research, m.ed, net qualified",6,Mid-Senior level,Unknown,NET/SET
T-15520,Teacher - Biology,"biology, curriculum development, lesson planning, student assessment, classroom management, b.ed",12,Senior,Unknown,B.Ed
T-15521,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",12,Senior,Unknown,PhD
T-15522,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-15523,Teacher - Chemistry,"chemistry, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-15524,Teacher - Computer Science,"computer science, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-15525,Teacher - English Literature,"english literature, mentoring, instructional design, subject matter expertise, phd, publication",11,Senior,Unknown,PhD
T-15526,Teacher - Chemistry,"chemistry, e-learning, student engagement, higher education, gate qualified, lecturing",11,Senior,Unknown,Bachelors
T-15527,Teacher - Biology,"biology, mentoring, instructional design, subject matter expertise, phd, publication",4,Mid-level,Unknown,PhD
T-15528,Teacher - Chemistry,"chemistry, pedagogy, educational technology, academic research, m.ed, net qualified",9,Mid-Senior level,Unknown,NET/SET
T-15529,Teacher - History,"history, e-learning, student engagement, higher education, gate qualified, lecturing",15,Senior,Unknown,Bachelors
